Team,Year,Seed,Region,Bid type,Coach,Record,Eliminated,Round Reached
Texas,2000,5,West,At Large,Rick Barnes,24-9,2,Second Round
Texas,1999,7,East,At Large,Rick Barnes,19-13,1,First Round
Texas,1997,10,East,At Large,Tom Penders,18-12,3,Sweet 16
Texas,1996,10,Midwest,At Large,Tom Penders,21-10,2,Second Round
Texas,1995,11,West,Automatic Qualifier,Tom Penders,23-7,2,Second Round
Texas,1994,6,Midwest,Automatic Qualifier,Tom Penders,26-8,2,Second Round
Texas,1992,8,East,At Large,Tom Penders,23-12,1,First Round
Texas,1991,5,Midwest,At Large,Tom Penders,23-9,2,Second Round
Texas,1990,10,Midwest,At Large,Tom Penders,24-9,4,Elite Eight
Texas,1989,11,Midwest,At Large,Tom Penders,25-9,2,Second Round
Texas A&M,2016,3,West,Automatic Qualifier,Billy Kennedy,-,3,Sweet 16
Texas A&M,2011,7,Southwest,At Large,Mark Turgeon,24-9,1,First Round
Texas A&M,2010,5,South,At Large,Mark Turgeon,24-10,2,Second Round
Texas A&M,2009,9,West,At Large,Mark Turgeon,24-10,2,Second Round
Texas A&M,2008,9,West,At Large,Mark Turgeon,25-11,2,Second Round
Texas A&M,2007,3,South,At Large,Billy Gillispie,27-7,3,Sweet 16
Texas A&M,2006,12,South,At Large,Billy Gillispie,22-9,2,Second Round
Texas A&M,1987,12,Midwest,Automatic Qualifier,Shelby Metcalf,17-14,1,First Round
Texas A&M-Corpus Christi,2007,15,Midwest,Automatic Qualifier,Ronnie Arrow,26-7,1,First Round
Texas Southern,2017,16,South,Automatic Qualifier,Mike Davis,23-12,1,First Round
Texas Southern,2015,15,West,Automatic Qualifier,Mike Davis,-,1,First Round
Texas Southern,2014,16,Midwest,Automatic Qualifier,Mike Davis,19-15,0,Play-In
Texas Southern,2003,16,South,Automatic Qualifier,Ronnie Courtney,18-13,0,Play-In
Texas Southern,1995,15,Midwest,Automatic Qualifier,Robert Moreland,22-7,1,First Round
Texas Southern,1994,15,Southeast,Automatic Qualifier,Robert Moreland,19-11,1,First Round
Texas Southern,1990,14,Midwest,Automatic Qualifier,Robert Moreland,19-12,1,First Round
Texas State,1997,16,Midwest,Automatic Qualifier,Mike Miller,16-13,1,First Round
Texas State,1994,15,Midwest,Automatic Qualifier,Jim Wooldridge,25-7,1,First Round
Texas Tech,2016,8,Midwest,At Large,Tubby Smith,-,1,First Round
Texas Tech,2007,10,East,At Large,Bob Knight,21-13,1,First Round
Texas Tech,2005,6,West,At Large,Bob Knight,22-11,3,Sweet 16
Texas Tech,2004,8,East,At Large,Bob Knight,23-11,2,Second Round
Texas Tech,2002,6,East,At Large,Bob Knight,23-9,1,First Round
Texas Tech,1996,3,East,Automatic Qualifier,James Dickey,30-2,3,Sweet 16
Texas Tech,1993,12,East,Automatic Qualifier,James Dickey,18-12,1,First Round
Texas Tech,1986,13,Midwest,Automatic Qualifier,Gerald Myers,17-14,1,First Round
Texas Tech,1985,6,Midwest,Automatic Qualifier,Gerald Myers,23-8,1,First Round
Texas-Arlington,2008,16,South,Automatic Qualifier,Scott Cross,21-12,1,First Round
Texas-San Antonio,2011,16,East,Automatic Qualifier,Brooks Thompson,20-14,1,First Round
Texas-San Antonio,2004,16,West,Automatic Qualifier,Tim Carter,19-14,1,First Round
Texas-San Antonio,1999,16,West,Automatic Qualifier,Tim Carter,18-11,1,First Round
Texas-San Antonio,1988,14,Southeast,Automatic Qualifier,Ken Burmeister,22-9,1,First Round
Towson,1991,16,Midwest,Automatic Qualifier,Terry Truax,19-11,1,First Round
Towson,1990,16,Midwest,Automatic Qualifier,Terry Truax,18-13,1,First Round
Troy,2017,15,East,Automatic Qualifier,Phil Cunningham,23-15,1,First Round
Troy,2003,14,South,Automatic Qualifier,Don Maestri,26-6,1,First Round
Tulane,1995,9,Southeast,At Large,Perry Clark,23-10,2,Second Round
Tulane,1993,11,Southeast,At Large,Perry Clark,22-9,2,Second Round
Tulane,1992,10,Southeast,At Large,Perry Clark,22-9,2,Second Round
Tulsa,2016,11,East,At Large,Frank Haith,20-12,0,Play-In
Tulsa,2014,13,South,Automatic Qualifier,Danny Manning,21-13,1,First Round
Tulsa,2003,13,Midwest,Automatic Qualifier,John Phillips,23-10,2,Second Round
Tulsa,2002,12,East,At Large,John Phillips,27-7,2,Second Round
Tulsa,2000,7,South,At Large,Bill Self,32-5,4,Elite Eight
Tulsa,1999,9,East,At Large,Bill Self,23-10,2,Second Round
Tulsa,1997,5,Midwest,At Large,Steve Robinson,24-10,2,Second Round
Tulsa,1996,11,Midwest,Automatic Qualifier,Steve Robinson,22-8,1,First Round
Tulsa,1995,6,East,At Large,Tubby Smith,24-8,3,Sweet 16
Tulsa,1994,12,Midwest,At Large,Tubby Smith,23-8,3,Sweet 16
Tulsa,1987,11,West,At Large,J.D. Barnett,22-8,1,First Round
Tulsa,1986,10,East,Automatic Qualifier,J.D. Barnett,23-9,1,First Round
Tulsa,1985,6,West,At Large,Nolan Richardson,23-8,1,First Round
UC Davis,2017,16,Midwest,Automatic Qualifier,Jim Les,23-13,1,First Round
UC Irvine,2015,13,East,Automatic Qualifier,Russell Turner,-,1,First Round
UC Santa Barbara,2011,15,Southeast,Automatic Qualifier,Bob Williams,18-14,1,First Round
UC Santa Barbara,2010,15,Midwest,Automatic Qualifier,Bob Williams,20-10,1,First Round
UC Santa Barbara,2002,14,West,Automatic Qualifier,Bob Williams,20-11,1,First Round
UC Santa Barbara,1990,9,Southeast,At Large,Jerry Pimm,21-9,2,Second Round
UC Santa Barbara,1988,10,Southeast,At Large,Jerry Pimm,22-8,1,First Round
UCLA,2017,3,South,At Large,Steve Alford,31-5,3,Sweet 16
UCLA,2015,11,South,At Large,Steve Alford,-,3,Sweet 16
UCLA,2014,4,South,Automatic Qualifier,Steve Alford,27-9,3,Sweet 16
UCLA,2013,6,South,At Large,Ben Howland,25-10,1,First Round
UCLA,2011,7,Southeast,At Large,Ben Howland,23-11,2,Second Round
UCLA,2009,6,East,At Large,Ben Howland,26-9,2,Second Round
UCLA,2008,1,West,Automatic Qualifier,Ben Howland,35-4,5,Final Four
UCLA,2007,2,West,At Large,Ben Howland,30-6,5,Final Four
UCLA,2006,2,West,Automatic Qualifier,Ben Howland,32-7,6,National Championship
UCLA,2005,11,West,At Large,Ben Howland,18-11,1,First Round
UCLA,2002,8,West,At Large,Steve Lavin,21-12,3,Sweet 16
UCLA,2001,4,East,At Large,Steve Lavin,23-9,3,Sweet 16
UCLA,2000,6,Midwest,At Large,Steve Lavin,21-12,3,Sweet 16
UCLA,1999,5,South,At Large,Steve Lavin,22-9,1,First Round
UCLA,1998,6,South,At Large,Steve Lavin,24-9,3,Sweet 16
UCLA,1997,2,Midwest,Automatic Qualifier,Steve Lavin,24-8,4,Elite Eight
UCLA,1996,4,Southeast,Automatic Qualifier,Jim Harrick,23-8,1,First Round
UCLA,1995,1,West,Automatic Qualifier,Jim Harrick,31-2,6,National Championship
UCLA,1994,5,Midwest,At Large,Jim Harrick,21-7,1,First Round
UCLA,1993,9,West,At Large,Jim Harrick,22-11,2,Second Round
UCLA,1992,1,West,Automatic Qualifier,Jim Harrick,28-5,4,Elite Eight
UCLA,1991,4,East,At Large,Jim Harrick,23-9,1,First Round
UCLA,1990,7,East,Automatic Qualifier,Jim Harrick,22-11,3,Sweet 16
UCLA,1989,7,Southeast,At Large,Jim Harrick,21-10,2,Second Round
UCLA,1987,4,West,Automatic Qualifier,Walt Hazzard,25-7,2,Second Round
UNC Asheville,2016,15,South,Automatic Qualifier,Nick McDevitt,-,1,First Round
UNC Asheville,2012,16,East,Automatic Qualifier,Eddie Biedenbach,24-10,1,First Round
UNC Asheville,2011,16,Southeast,Automatic Qualifier,Eddie Biedenbach,20-14,1,First Round
UNC Asheville,2003,16,South,Automatic Qualifier,Eddie Biedenbach,15-17,1,First Round
UNC Greensboro,2001,16,West,Automatic Qualifier,Fran McCaffery,19-12,1,First Round
UNC Greensboro,1996,15,Southeast,Automatic Qualifier,Randy Peele,20-10,1,First Round
UNC Wilmington,2017,12,East,Automatic Qualifier,Kevin Keatts,29-6,1,First Round
UNC Wilmington,2016,13,West,Automatic Qualifier,Kevin Keatts,-,1,First Round
UNC Wilmington,2006,9,South,Automatic Qualifier,Brad Brownell,25-8,1,First Round
UNC Wilmington,2003,11,South,Automatic Qualifier,Brad Brownell,24-7,1,First Round
UNC Wilmington,2002,13,South,Automatic Qualifier,Jerry Wainwright,23-10,2,Second Round
UNC Wilmington,2000,15,South,Automatic Qualifier,Jerry Wainwright,18-13,1,First Round
UNLV,2013,5,East,At Large,Dave Rice,25-10,1,First Round
UNLV,2012,6,South,At Large,Rice Dave,26-9,1,First Round
UNLV,2011,8,Southwest,At Large,Lon Kruger,24-9,1,First Round
UNLV,2010,8,Midwest,At Large,Lon Kruger,25-9,1,First Round
UNLV,2008,8,Midwest,Automatic Qualifier,Lon Kruger,27-8,2,Second Round
UNLV,2007,7,Midwest,Automatic Qualifier,Lon Kruger,30-7,3,Sweet 16
UNLV,2000,10,South,At Large,Bill Bayno,23-8,1,First Round
UNLV,1998,12,East,Automatic Qualifier,Bill Bayno,20-13,1,First Round
UNLV,1991,1,West,Automatic Qualifier,Jerry Tarkanian,34-1,5,Final Four
UNLV,1990,1,West,Automatic Qualifier,Jerry Tarkanian,35-5,6,National Championship
UNLV,1989,4,West,Automatic Qualifier,Jerry Tarkanian,29-8,4,Elite Eight
UNLV,1988,4,West,At Large,Jerry Tarkanian,28-6,2,Second Round
UNLV,1987,1,West,Automatic Qualifier,Jerry Tarkanian,37-2,5,Final Four
UNLV,1986,4,West,Automatic Qualifier,Jerry Tarkanian,33-5,3,Sweet 16
UNLV,1985,4,West,Automatic Qualifier,Jerry Tarkanian,28-4,2,Second Round
Utah,2016,3,Midwest,At Large,Larry Krystkowiak,-,2,Second Round
Utah,2015,5,South,At Large,Larry Krystkowiak,-,3,Sweet 16
Utah,2009,5,Midwest,Automatic Qualifier,Jim Boyle,24-10,1,First Round
Utah,2005,6,South,At Large,Ray Giacoletti,29-6,3,Sweet 16
Utah,2004,11,Midwest,Automatic Qualifier,Kerry Rupp,24-9,1,First Round
Utah,2003,9,Midwest,At Large,Rick Majerus,25-8,2,Second Round
Utah,2002,12,South,At Large,Rick Majerus,21-9,1,First Round
Utah,2000,8,Midwest,At Large,Rick Majerus,23-9,2,Second Round
Utah,1999,2,Midwest,Automatic Qualifier,Rick Majerus,28-5,2,Second Round
Utah,1998,3,West,At Large,Rick Majerus,30-4,6,National Championship
Utah,1997,2,West,Automatic Qualifier,Rick Majerus,29-4,4,Elite Eight
Utah,1996,4,Midwest,At Large,Rick Majerus,27-7,3,Sweet 16
Utah,1995,4,West,Automatic Qualifier,Rick Majerus,28-6,2,Second Round
Utah,1993,8,Southeast,At Large,Rick Majerus,24-7,2,Second Round
Utah,1991,4,West,At Large,Rick Majerus,30-4,3,Sweet 16
Utah,1986,14,West,At Large,Lynn Archibald,20-10,1,First Round
Utah State,2011,12,Southeast,Automatic Qualifier,Stew Morrill,30-4,1,First Round
Utah State,2010,12,South,At Large,Steve Morrill,27-8,1,First Round
Utah State,2009,11,West,Automatic Qualifier,Stew Morrill,30-5,1,First Round
Utah State,2006,12,East,At Large,Stew Morrill,23-9,1,First Round
Utah State,2005,14,Midwest,Automatic Qualifier,Stew Morrill,24-8,1,First Round
Utah State,2003,15,West,Automatic Qualifier,Stew Morrill,24-9,1,First Round
Utah State,2001,12,East,Automatic Qualifier,Stew Morrill,28-6,2,Second Round
Utah State,2000,12,South,Automatic Qualifier,Stew Morrill,28-6,1,First Round
Utah State,1998,13,West,Automatic Qualifier,Larry Eustachy,25-8,1,First Round
Utah State,1988,10,Midwest,Automatic Qualifier,Rod Tueller,21-10,1,First Round
UTEP,2010,12,West,At Large,Tony Barbee,26-7,1,First Round
UTEP,2005,11,South,Automatic Qualifier,Doc Sadler,27-8,1,First Round
UTEP,2004,13,West,At Large,Billy Gillispie,24-8,1,First Round
UTEP,1992,9,Midwest,At Large,Don Haskins,27-7,3,Sweet 16
UTEP,1990,11,Southeast,Automatic Qualifier,Don Haskins,21-11,1,First Round
UTEP,1989,7,West,Automatic Qualifier,Don Haskins,26-7,2,Second Round
UTEP,1988,9,West,At Large,Don Haskins,23-10,1,First Round
UTEP,1987,7,West,At Large,Don Haskins,25-7,2,Second Round
UTEP,1986,10,West,Automatic Qualifier,Don Haskins,27-6,1,First Round
UTEP,1985,11,West,At Large,Don Haskins,22-10,2,Second Round
Valparaiso,2015,13,Midwest,Automatic Qualifier,Bryce Drew,-,1,First Round
Valparaiso,2013,14,Midwest,Automatic Qualifier,Scott Drew,26-8,1,First Round
Valparaiso,2004,15,Midwest,Automatic Qualifier,Homer Drew,18-13,1,First Round
Valparaiso,2002,13,East,Automatic Qualifier,Homer Drew,25-8,1,First Round
Valparaiso,2000,16,Midwest,Automatic Qualifier,Homer Drew,19-13,1,First Round
Valparaiso,1999,15,South,Automatic Qualifier,Homer Drew,23-9,1,First Round
Valparaiso,1998,13,Midwest,Automatic Qualifier,Homer Drew,23-10,3,Sweet 16
Valparaiso,1997,12,West,Automatic Qualifier,Homer Drew,24-7,1,First Round
Valparaiso,1996,14,West,Automatic Qualifier,Homer Drew,21-11,1,First Round
Vermont,2017,13,Midwest,Automatic Qualifier,John Becker,29-6,1,First Round
Vermont,2012,16,Midwest,Automatic Qualifier,John Becker,24-12,1,First Round
Vermont,2010,16,West,Automatic Qualifier,Mike Lonergan,25-10,1,First Round
Vermont,2005,13,South,Automatic Qualifier,Tom Brennan,25-7,2,Second Round
Vermont,2004,15,West,Automatic Qualifier,Tom Brennan,22-9,1,First Round
Vermont,2003,16,West,Automatic Qualifier,Tom Brennan,21-12,1,First Round
Villanova,2017,1,East,Automatic Qualifier,Jay Wright,32-4,2,Second Round
Villanova,2016,2,South,At Large,Jay Wright,-,6,National Championship
Villanova,2015,1,East,Automatic Qualifier,Jay Wright,-,2,Second Round
Villanova,2014,2,East,At Large,Jay Wright,29-5,2,Second Round
Villanova,2013,9,South,At Large,Jay Wright,20-14,1,First Round
Villanova,2011,9,East,At Large,Jay Wright,21-12,1,First Round
Villanova,2010,2,South,At Large,Jay Wright,25-8,2,Second Round
Villanova,2009,3,East,At Large,Jay Wright,30-8,5,Final Four
Villanova,2008,12,Midwest,At Large,Jay Wright,22-13,3,Sweet 16
Villanova,2007,9,West,At Large,Jay Wright,22-11,1,First Round
Villanova,2006,1,Midwest,At Large,Jay Wright,28-5,4,Elite Eight
Villanova,2005,5,East,At Large,Jay Wright,24-8,3,Sweet 16
Villanova,1999,8,Midwest,At Large,Steve Lappas,21-11,1,First Round
Villanova,1997,4,East,At Large,Steve Lappas,24-10,2,Second Round
Villanova,1996,3,Midwest,At Large,Steve Lappas,26-7,2,Second Round
Villanova,1995,3,East,Automatic Qualifier,Steve Lappas,25-8,1,First Round
Villanova,1991,9,East,At Large,Rollie Massimino,17-15,2,Second Round
Villanova,1990,12,Southeast,At Large,Rollie Massimino,18-15,1,First Round
Villanova,1988,6,Southeast,At Large,Rollie Massimino,24-13,4,Elite Eight
Villanova,1986,10,Southeast,At Large,Rollie Massimino,23-14,2,Second Round
Villanova,1985,8,Southeast,At Large,Rollie Massimino,25-10,6,National Championship
Virginia,2017,5,East,At Large,Tony Bennett,23-10,1,First Round
Virginia,2016,1,Midwest,At Large,Tony Bennett,-,4,Elite Eight
Virginia,2015,2,East,At Large,Tony Bennett,-,2,Second Round
Virginia,2014,1,East,Automatic Qualifier,Tony Bennett,30-7,3,Sweet 16
Virginia,2012,10,West,At Large,Tony Bennett,22-10,1,First Round
Virginia,2007,4,South,At Large,Dave Leitao,21-11,2,Second Round
Virginia,2001,5,South,At Large,Pete Gillen,20-9,1,First Round
Virginia,1997,9,West,At Large,Jeff Jones,18-13,1,First Round
Virginia,1995,4,Midwest,At Large,Jeff Jones,25-9,4,Elite Eight
Virginia,1994,7,West,At Large,Jeff Jones,18-13,2,Second Round
Virginia,1993,6,East,At Large,Jeff Jones,21-10,3,Sweet 16
Virginia,1991,7,West,At Large,Jeff Jones,21-12,1,First Round
Virginia,1990,7,Southeast,At Large,Terry Holland,20-12,2,Second Round
Virginia,1989,5,Southeast,At Large,Terry Holland,22-11,4,Elite Eight
Virginia,1987,5,West,At Large,Terry Holland,21-10,1,First Round
Virginia,1986,5,East,At Large,Terry Holland,19-11,1,First Round
Virginia Commonwealth,2017,10,West,At Large,Will Wade,26-9,1,First Round
Virginia Commonwealth,2016,10,West,At Large,Will Wade,-,2,Second Round
Virginia Commonwealth,2015,7,West,Automatic Qualifier,Shaka Smart,-,1,First Round
Virginia Commonwealth,2014,5,South,At Large,Shaka Smart,26-9,1,First Round
Virginia Commonwealth,2013,5,South,At Large,Shaka Smart,27-9,2,Second Round
Virginia Commonwealth,2012,12,South,Automatic Qualifier,Shaka Smart,29-7,2,Second Round
Virginia Commonwealth,2011,11,Southwest,At Large,Shaka Smart,28-12,5,Final Four
Virginia Commonwealth,2009,11,East,Automatic Qualifier,Anthony Grant,24-10,1,First Round
Virginia Commonwealth,2007,11,West,Automatic Qualifier,Anthony Grant,28-7,2,Second Round
Virginia Commonwealth,2004,13,East,Automatic Qualifier,Jeff Capel III,23-8,1,First Round
Virginia Commonwealth,1996,12,Southeast,Automatic Qualifier,Sonny Smith,24-9,1,First Round
Virginia Commonwealth,1985,2,West,Automatic Qualifier,J.D. Barnett,26-6,2,Second Round
Virginia Tech,2017,9,East,At Large,Buzz Williams,22-11,1,First Round
Virginia Tech,2007,5,West,At Large,Seth Greenberg,22-12,2,Second Round
Virginia Tech,1996,9,Midwest,At Large,Bill C. Foster,23-6,2,Second Round
Virginia Tech,1986,7,Southeast,At Large,Charles Moir,22-9,1,First Round
Virginia Tech,1985,9,East,At Large,Charles Moir,20-9,1,First Round
Wagner,2003,15,Midwest,Automatic Qualifier,Dereck Whittenburg,21-11,1,First Round
Wake Forest,2017,11,South,At Large,Danny Manning,19-14,0,Play-In
Wake Forest,2010,9,East,At Large,Dino Gaudio,20-11,2,Second Round
Wake Forest,2009,4,Midwest,At Large,Dino Gaudio,24-7,1,First Round
Wake Forest,2005,2,West,At Large,Skip Prosser,27-6,2,Second Round
Wake Forest,2004,4,East,At Large,Skip Prosser,21-10,3,Sweet 16
Wake Forest,2003,2,East,At Large,Skip Prosser,25-6,2,Second Round
Wake Forest,2002,7,Midwest,At Large,Skip Prosser,21-13,2,Second Round
Wake Forest,2001,7,Midwest,At Large,Dave Odom,19-11,1,First Round
Wake Forest,1997,3,West,At Large,Dave Odom,24-7,2,Second Round
Wake Forest,1996,2,Midwest,Automatic Qualifier,Dave Odom,26-6,4,Elite Eight
Wake Forest,1995,1,East,Automatic Qualifier,Dave Odom,26-6,3,Sweet 16
Wake Forest,1994,5,Southeast,At Large,Dave Odom,21-12,2,Second Round
Wake Forest,1993,5,Southeast,At Large,Dave Odom,21-9,3,Sweet 16
Wake Forest,1992,9,West,At Large,Dave Odom,17-12,1,First Round
Wake Forest,1991,5,Southeast,At Large,Dave Odom,19-11,2,Second Round
Washington,2011,7,East,Automatic Qualifier,Lorenzo Romar,24-11,2,Second Round
Washington,2010,11,East,Automatic Qualifier,Lorenzo Romar,26-10,3,Sweet 16
Washington,2009,4,West,At Large,Lorenzo Romar,26-9,2,Second Round
Washington,2006,5,East,At Large,Lorenzo Romar,26-7,3,Sweet 16
Washington,2005,1,West,Automatic Qualifier,Lorenzo Romar,29-6,3,Sweet 16
Washington,2004,8,Midwest,At Large,Lorenzo Romar,19-12,1,First Round
Washington,1999,7,Midwest,At Large,Bob Bender,17-12,1,First Round
Washington,1998,11,East,At Large,Bob Bender,20-10,3,Sweet 16
Washington,1986,12,Midwest,At Large,Andy Russo,19-12,1,First Round
Washington,1985,5,West,Automatic Qualifier,Marv Harshman,22-10,1,First Round
Washington State,2008,4,East,At Large,Tony Bennett,26-9,3,Sweet 16
Washington State,2007,3,East,At Large,Tony Bennett,26-8,2,Second Round
Washington State,1994,8,East,At Large,Kelvin Sampson,20-11,1,First Round
Weber State,2016,15,East,Automatic Qualifier,Randy Rahe,-,1,First Round
Weber State,2014,16,West,Automatic Qualifier,Randy Rahe,19-12,1,First Round
Weber State,2007,15,West,Automatic Qualifier,Randy Rahe,20-12,1,First Round
Weber State,2003,12,Midwest,Automatic Qualifier,Joe Cravens,26-6,1,First Round
Weber State,1999,14,West,Automatic Qualifier,Ron Abegglen,25-8,2,Second Round
Weber State,1995,14,Southeast,Automatic Qualifier,Ron Abegglen,21-9,2,Second Round
West Virginia,2017,4,West,At Large,Bob Huggins,28-9,3,Sweet 16
West Virginia,2016,3,East,At Large,Bob Huggins,-,1,First Round
West Virginia,2015,5,Midwest,At Large,Bob Huggins,-,3,Sweet 16
West Virginia,2012,10,East,At Large,Bob Huggins,19-14,1,First Round
West Virginia,2011,5,East,Automatic Qualifier,Bob Huggins,21-12,2,Second Round
West Virginia,2010,2,East,Automatic Qualifier,Bob Huggins,31-7,5,Final Four
West Virginia,2009,6,Midwest,At Large,Bob Huggins,23-12,1,First Round
West Virginia,2008,7,West,At Large,Bob Huggins,26-11,3,Sweet 16
West Virginia,2006,6,South,At Large,John Beilein,22-11,3,Sweet 16
West Virginia,2005,7,West,At Large,John Beilein,24-11,4,Elite Eight
West Virginia,1998,10,West,At Large,Gale Catlett,24-9,3,Sweet 16
West Virginia,1992,12,East,At Large,Gale Catlett,20-12,1,First Round
West Virginia,1989,7,East,At Large,Gale Catlett,26-5,2,Second Round
West Virginia,1987,7,East,At Large,Gale Catlett,23-8,1,First Round
West Virginia,1986,9,East,At Large,Gale Catlett,22-11,1,First Round
Western Carolina,1996,16,West,Automatic Qualifier,Phil Hopkins,17-13,1,First Round
Western Kentucky,2013,16,South,Automatic Qualifier,Ray Harper,20-16,1,First Round
Western Kentucky,2012,16,South,Automatic Qualifier,Ray Harper,16-19,1,First Round
Western Kentucky,2009,12,South,Automatic Qualifier,Ken McDonald,25-9,2,Second Round
Western Kentucky,2008,12,West,Automatic Qualifier,Darrin Horn,29-7,3,Sweet 16
Western Kentucky,2003,13,West,Automatic Qualifier,Dennis Felton,24-9,1,First Round
Western Kentucky,2002,9,Midwest,Automatic Qualifier,Dennis Felton,28-4,1,First Round
Western Kentucky,2001,14,South,Automatic Qualifier,Dennis Felton,24-7,1,First Round
Western Kentucky,1995,8,Midwest,Automatic Qualifier,Matt Kilcullen,27-4,2,Second Round
Western Kentucky,1994,11,Midwest,At Large,Ralph Willard,20-11,1,First Round
Western Kentucky,1993,7,Southeast,Automatic Qualifier,Ralph Willard,26-6,3,Sweet 16
Western Kentucky,1987,10,East,At Large,Murray Arnold,29-9,2,Second Round
Western Kentucky,1986,8,Southeast,At Large,Clem Haskins,23-8,2,Second Round
Western Michigan,2014,14,South,Automatic Qualifier,Steve Hawkins,23-10,1,First Round
Western Michigan,2004,11,West,Automatic Qualifier,Steve Hawkins,26-5,1,First Round
Western Michigan,1998,11,Midwest,At Large,Bob Donewald,21-8,2,Second Round
Winthrop,2017,13,South,Automatic Qualifier,Pat Kelsey,26-7,1,First Round
Winthrop,2010,16,South,Automatic Qualifier,Randy Peele,19-14,0,Play-In
Winthrop,2008,13,East,Automatic Qualifier,Randy Peele,22-12,1,First Round
Winthrop,2007,11,Midwest,Automatic Qualifier,Gregg Marshall,29-5,2,Second Round
Winthrop,2006,15,East,Automatic Qualifier,Gregg Marshall,23-8,1,First Round
Winthrop,2005,14,West,Automatic Qualifier,Gregg Marshall,27-6,1,First Round
Winthrop,2002,16,South,Automatic Qualifier,Gregg Marshall,19-12,1,First Round
Winthrop,2001,16,Midwest,Automatic Qualifier,Gregg Marshall,18-13,0,Play-In
Winthrop,2000,14,West,Automatic Qualifier,Gregg Marshall,18-13,1,First Round
Winthrop,1999,16,South,Automatic Qualifier,Gregg Marshall,21-8,1,First Round
Wisconsin,2017,8,East,At Large,Greg Gard,27-10,3,Sweet 16
Wisconsin,2016,7,East,At Large,Greg Gard,-,3,Sweet 16
Wisconsin,2015,1,West,Automatic Qualifier,Bo Ryan,-,6,National Championship
Wisconsin,2014,2,West,At Large,Bo Ryan,30-8,5,Final Four
Wisconsin,2013,5,West,At Large,Bo Ryan,23-12,1,First Round
Wisconsin,2012,4,East,At Large,Bo Ryan,26-10,3,Sweet 16
Wisconsin,2011,4,Southeast,At Large,Bo Ryan,25-9,3,Sweet 16
Wisconsin,2010,4,East,At Large,Bo Ryan,24-9,2,Second Round
Wisconsin,2009,12,East,At Large,Bo Ryan,20-13,2,Second Round
Wisconsin,2008,3,Midwest,Automatic Qualifier,Bo Ryan,31-5,3,Sweet 16
Wisconsin,2007,2,Midwest,At Large,Bo Ryan,30-6,2,Second Round
Wisconsin,2006,9,Midwest,At Large,Bo Ryan,19-12,1,First Round
Wisconsin,2005,6,East,At Large,Bo Ryan,25-9,4,Elite Eight
Wisconsin,2004,6,East,Automatic Qualifier,Bo Ryan,25-7,2,Second Round
Wisconsin,2003,5,Midwest,At Large,Bo Ryan,24-8,3,Sweet 16
Wisconsin,2002,8,East,At Large,Bo Ryan,19-13,2,Second Round
Wisconsin,2001,6,West,At Large,Brad Soderberg,18-11,1,First Round
Wisconsin,2000,8,West,At Large,Dick Bennett,22-14,5,Final Four
Wisconsin,1999,5,East,At Large,Dick Bennett,22-10,1,First Round
Wisconsin,1997,7,East,At Large,Dick Bennett,18-10,1,First Round
Wisconsin,1994,9,West,At Large,Stu Jackson,18-11,2,Second Round
Wofford,2015,12,West,Automatic Qualifier,Mike Young,28-7,1,First Round
Wofford,2014,15,Midwest,Automatic Qualifier,Mike Young,20-13,1,First Round
Wofford,2011,14,Southeast,Automatic Qualifier,Mike Young,20-13,1,First Round
Wofford,2010,13,East,Automatic Qualifier,Mike Young,26-9,1,First Round
Wright State,2007,14,West,Automatic Qualifier,Brad Brownell,23-10,1,First Round
Wright State,1993,16,Midwest,Automatic Qualifier,Ralph Underhill,20-10,1,First Round
Wyoming,2015,12,East,Automatic Qualifier,Larry Shyatt,-,1,First Round
Wyoming,2002,11,West,At Large,Steve McClain,22-9,2,Second Round
Wyoming,1988,7,West,Automatic Qualifier,Benny Dees,26-6,1,First Round
Wyoming,1987,12,West,Automatic Qualifier,Jim Brandenburg,24-10,3,Sweet 16
Xavier,2017,11,West,At Large,Chris Mack,24-14,4,Elite Eight
Xavier,2016,2,East,At Large,Chris Mack,-,2,Second Round
Xavier,2015,6,West,At Large,Chris Mack,-,3,Sweet 16
Xavier,2014,12,Midwest,At Large,Chris Mack,21-13,0,Play-In
Xavier,2012,10,South,At Large,Chris Mack,23-13,3,Sweet 16
Xavier,2011,6,East,At Large,Chris Mack,24-8,1,First Round
Xavier,2010,6,West,At Large,Chris Mack,26-9,3,Sweet 16
Xavier,2009,4,East,At Large,Sean Miller,27-8,3,Sweet 16
Xavier,2008,3,West,At Large,Sean Miller,30-7,4,Elite Eight
Xavier,2007,9,South,At Large,Sean Miller,25-9,2,Second Round
Xavier,2006,14,West,Automatic Qualifier,Sean Miller,21-11,1,First Round
Xavier,2004,7,South,Automatic Qualifier,Thad Matta,26-11,4,Elite Eight
Xavier,2003,3,South,At Large,Thad Matta,26-6,2,Second Round
Xavier,2002,7,West,Automatic Qualifier,Thad Matta,26-6,2,Second Round
Xavier,2001,11,Midwest,At Large,Skip Prosser,21-8,1,First Round
Xavier,1998,6,East,Automatic Qualifier,Skip Prosser,22-8,1,First Round
Xavier,1997,7,Midwest,At Large,Skip Prosser,23-6,2,Second Round
Xavier,1995,11,Southeast,At Large,Skip Prosser,23-5,1,First Round
Xavier,1993,9,Midwest,At Large,Pete Gillen,24-6,2,Second Round
Xavier,1991,14,Midwest,Automatic Qualifier,Pete Gillen,22-10,2,Second Round
